,label,tweet,en_tweet
2715,sadness,Klo di puskesmas yg antri orang hamil sm lansia didahulukan. Disini yg daftar online yg diutamakan. Akumah ngga pernah dapet tempat. Prioritas di hatinya aja kagak :'(,This is where the online list comes in. I can't find a place.
2716,anger,[USERNAME] siang min. Knpa saldo bonus tcash saya tidak ada. Padahal saya udah banyak dapat sms pemberitahuannya. Dan saya langsng aktivkan tcash walet. Mohn bntuanx. Trmaksih min,[USERNAME] Min afternoon. Why is my bonus balance tcash not available? while I've been getting so many text messages. And I'm going to activating tcash walet. Mohn bntakx. Trmaxish min
2717,anger,"Pas w udah punya pacar trus pergi nonton ke bioskop: Orang lain: dih nontonnya sama pacar mulu, trus gak ngajak2 nih. Lah situ kalo di ajak gak pernah bisa *pengen rasanya ku sentil amandelnya satu2 :)","When you have a girlfriend and you go to a movie, you'll see someone else watching a movie with their girlfriend, and you won't let me."
2718,anger,ah eyang pelit tidak-saya carin istri ke tujuh nih,"Ah, that's cheap. No. - I'm looking for the 7th wife."
2719,fear,"Waallahu alam... saya gak mau sok tau, takut... ilmu saya masih cetek banget, jadi cukup 10 kesimpulan yang udah jelas ada di Al-Quran dan Hadits itu aja yang saya yakini, selebihnya Waallahu alam...","Waallahu nature... I don't want to act like I know, I'm afraid... I'm still learning a lot, so enough of the 10 obvious conclusions in the Koran and the Hadits that I believe in, the rest of the Waallahu..."
2720,love,"Sejak awal mengenal dan mencintaimu,hati utuh yg penuh cinta ini telah memilih untuk tetap menerimamu bagainmanapun keadaan ini. Terluka itu pilihan...dan tetap mencintai adalah anugerah dan kesempatan yg diberikan Tuhan.","From the beginning knowing and loving you, this whole heart full of love has chosen to accept you no matter what happens, pain is choice... and love is a gift and opportunity given by God."
2721,love,"Kalo udah sayang beneran itu mau dihadapkan sama cowok yang lebih tajir +++, ganteng +++, pinter +++, serba +++, dll itu pasti bakalan tetep ga mau berpindah","If it's too bad that he wants to be confronted by a guy who's a little more advanced than that. +++, handsome plus++, pinter plus++, plus that's definitely not moving."
2722,fear,Liat boneka susan aja sudah ampun. Lha ini malah diajakin nonton film horror boneka sabrina.,"Look at the susan doll I'm sorry, but this is a horror movie called a sabrina doll."
2723,anger,[USERNAME] hallo min kuota saya masih 9GB tp kok gak bisa dipakai? Katanya kuota saya udah habis. Ini gmn ya? Mohon bantuannya [URL],[USERNAME] Hallo min quota I'm still 9GB but why can't I use it?
2724,sadness,1bln 2x putus berapa lama memang kamu jadian dia labil sangat ki bentar2 marahan begitu deh :,1bln 2x broke up How long did you make him so unstable for so long?
2725,love,"Cuma [USERNAME] yang ngerti cara nanganin aku kalau aku udh ngamuk2, sayang sama aku tanpa nyuruh aku buat berubah jd orang lain, sabar, pengertian, org yang selalu maju paling depan kalau ada yg macem2in aku","Only [USERNAME] understands how to help me when I'm upset, dear me without asking me to change into someone else, patient, understanding, people who always go ahead if anyone screws me."
2726,anger,"Aku termasuk orang yang tidak habis pikir dengan orang yang menganggap wajar hal tersebut dan justru menyalahkan Via Vallen karena dianggap lebay, namanya pelecehan dalam bentuk apapun itu pasti menyakitkan. Tidak peduli jenis pelecehan apa itu.","I'm one of those people who doesn't think it's normal to think that it's normal to blame Via Vallen for being over-the-counter, it's called harassment in any form that's painful, no matter what kind of harassment it is."
2727,sadness,Siapa sih di dunia yg ngga punya hater? Rasul yg mulia aja punya. Budha aja punya. Nabi Isa aja punya. Nah apalagi eloh ama gueh .... ya kaaan,Who in the world doesn't have anything? &lt;i&gt;A noble apostle has. &lt;i&gt;The Buddha does. &lt;/i&gt; &lt;i&gt;&lt;i&gt;The Prophet does. &lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;/i&gt;&lt;/i&gt; &lt;i&gt; Let alone with me.&lt;/i&gt; &lt;i&gt; yöi&gt; You've got me.&lt;/i&gt; &lt;/i&gt;
2728,anger,"[USERNAME] tolong aplikasinya diberesin. Saya tadi pesan, katanya server error. Eh muncul 4 taksi. Khan kasian drivernya, saya musti cancel.",[USERNAME] Please take care of the application.
2729,love,"Padahal papa ingin sekali menangis seperti mama dan memelukmu erat-erat. Yang papa lakukan hanya menghapus sedikit air mata di sudut matanya, dan menepuk pundakmu berkata ""jaga dirimu baik-baik ya sayang"" papa melakukan itu semua agar kamu KUAT. Kuat utk mnjdi dewasa.","All I want to do is wipe a little tears in the corner of her eyes, and tap your shoulder and say, ""Take care of yourself. """
2730,sadness,"Udah hampir seminggu. Tiap sahur harus dibanguninnya sama mamah. Alarm cuma matiin doang, kalo telpon mamah dimatiin sekali ditelpon terus sampe bangun. Untung dia sabar.","It's been almost a week, and every time I wake up, the alarm just shuts down, if my phone's turned off once and for all, it's a good thing she's patient."
2731,anger,"Ternyata banyak fans kpop dadakan ya, mending lisa gakusah kesini aja klo gini caranya, tnpa dipromosikan psti bnyk jg kok yg dtg ke fanmeetingnya lisa, aku ksel kak liatnya [USERNAME]","It turns out that there's a lot of fans in the neighborhood. Yeah, well, if Lisa doesn't come here this way, it's not like she's been promoted to a fanmeeting. Lisa, I'm sick of seeing her."
2732,love,"Hari ini adalah hari yang sangat sunyi bagiku, pagi menjelang siang dan sore menjelang malam. Begitu juga sebaliknya, tiada hentinya aku tuk memikirkan mu, dan entah mengapa? Mengapa kita harus bersaudara? Apa alasanmu tuhan!? Tapi aku sadar, sadar bahwa cinta itu buta","For this day is very quiet for me, morning and evening, and on the other side, and on the other side, and on the other side, and on the other side, and on the other side, and on the other side, and on the other hand, why should we be brothers? What is your god? but I perceive that love is blind."
2733,fear,[AskMF] kenapa ya gua takut banget kalo mau ngmg atau muncul di grup gituuuu. Bener2 panik gituu kalo harus muncul di grup. Gimana cara ngehilangin nya ya,[AskMF] Why am I so scared to show up or show up in a group like that?
2734,love,"Saya taKan raguKan besarNya kasih sayang Tuhan yg telah diberiKanNya kepada saya,walau momen sulit yg harus saya hadapi dalam hidup ini. Karna saat cahaya dalam hati kita mulai redup,hanya kasih Sayang dari mereka yg mencintai kita, yg mampu menjadi lentera tuk menerangiNya kembali","I doubt the great love of God that he has given me, even though it's a difficult moment that I have to face in life."
2735,love,KEKAL. SAYANG DENGARKAN LAH SYAIR KAU TULIS KU LAGU KAN. MOGA JADI SIULAN SATU MASA DAN MOGA ENGKAUKAN TERSENYUM DENGAN IRAMA INDAH HANYA ITU YANG MAMPUKU BERI.,"Honey listen to me so that you write me back, that's the only thing I'm capable of."
2736,happy,"Dan untuk para tamu sekalian terimakasih sudah ikut acara ini, mohon maaf mention kalian tidak dapat gua jawab satu persatu dikarenakan menjauhi dari limit. Terimakasih dan selamat malam Salam sayang","And as for the ladies and gentlemen, thank you for joining us in this event, I'm sorry you can't answer one by one for staying away from the limit, thank you and good night."
2737,fear,Gatau sejak kapan tiap dengerin kucing ngeong sama anjing melolong malem2 selalu ngebayangin ada 'sesuatu' di luar -_- dan bikin gaberani bangun,Or since when does every cat listen to a dog howl and howl every night there's something outside... and it makes you dare to wake up.
2738,sadness,macetnya mantap #parkir,The traffic is steady #parking
2739,anger,"Apakah mereka tidak pernah belajar akan dampak negatif omongan besar dan kata2 kasar? Dulu pernah ada politisi menyebut Jokowi ""sinting"" karena mengemukakan gagasan Hari Santri. Ucapan bodoh ini ternyata menyumbang besar bagi kemenangan Presiden [USERNAME] dalam Pilpres 2014",Didn't they ever learn about the negative effects of big talk and harsh words?
2740,fear,"Masi ga ngerti kenapa bisa takut ketinggian :') padahal dulu doyan manjat pohon depan rumah. Skrg liat ke asrama lt dasar aja ogah, apalagi ganti lampu begini T-T",Masi doesn't understand why you can be afraid of heights:') when you used to climb a tree in front of the house.
2741,sadness,"[USERNAME] Lutut lemes, melongo kaya org angong terus nangis tiba2, pengen jerit gak bisa2, pokoknya kesel sekesel keselnya sama diri sendiri, capek banget sampe jantung sesek, dan itu terjadi berkali2 sampe 7th lamanya :"")))) padahal pacar jga bukan wkwk","[USERNAME] The knees of the lemes, the glinting of the people keep crying all of a sudden, wanting to scream can't do it, just the whole cell to themselves, so tired to the heart of someone else, and it's happening so many times to 7th time:)"
2742,sadness,"[USERNAME] Sayang bgt gitu padahal vocal dia cocok buat energetic tpi yasudah lah Semoga aja my bby goeun selamat dan bisa nunjukin vocalnya dia di concept eval :"")",But let's hope my Bobby Goeun is safe and can show you his vocals. He's in the concept eval.
2743,fear,"[USERNAME] kalau untuk barang elektronik gitu gimana? kadang takut mau buang headset dan baterai ke tempat sampah. soalnnya kan bahaya...trs sama botol spray, katanya bisa meledak di suhu yg tinggi..",What do you think of electronics? Sometimes afraid to throw headsets and batteries in the trash. It's dangerous.
2744,fear,"[USERNAME] Lagi main di rumah temen tuh. Pas pipis liat cd udah merah gitu. Langsung izin pulang bilangnya mendadak sakit Pas sampe rumah bilang, ""itu""kakak berdarah mah. Takut. Soalnya emang pas main jatuh. Pas diliat dibilang mens. Hue besoknya pe","I was at a friend's house, and I couldn't even look at it, and I said I was sick when I came home and I said, ""That's you, you're bleeding."""
2745,sadness,"Udah lama nih ga ada chat yang isinya""selamat bobo sayang, "".semoga mimpi indah yah..good night"".. Kalo diinget-inget, terakhir kali dapet chat kaya gitu teh, pas zaman sangkuriang najong parahu...",It's been a long time since we've had a chat with each other.
2746,happy,"Rajin hadirkan diri dgn majlis ilmu, supaya kita blh mantapkan lagi diri kita. Ilmu akan jd perisai diri kita. Ilmu dan akhlak kena seiring. . Jgn lupa selalu berdoa yang baik.. utk diri sendiri dan org lain. . Trus istiqamah menuju ke arah kebaikan","Exalt yourselves with knowledge, that we may exalt ourselves, and that we may guard ourselves, and that we may not forget to pray good for ourselves and others, and that we may not err from the path of goodness."
2747,sadness,"Tak perlu iri,kita punya sepi sendiri-sendiri. Jika hidup orang tampak meriah,itu karena sepi dirayakan dengan mewah. - Adimas Imanuel [URL]","No need to be jealous, we have our own private lives."
2748,happy,"Suka point Prof. Suteki "" kita tau bahwa puncak tertinggi Pancasila adalah Ketuhanan Yang Maha Esa, sdgkan kita tau bahwa salah satu petinggi BPIP pnh menyampaikan dlm pidatonya yg viral ttg keraguannya akan hari akhir"" Nampol banget.. #ILCBPIP #2019GantiPresiden","Love the point Prof. Sumek ""We know that one of his high peaks of Pancasila is the Almighty Godship, as we know that one of his BPP pnh officials delivered in his viral speech about his doubts about the end of the day"" Nampol very much. #ILCPIP #2019 Replaced President"
2749,sadness,"Begitu tersadar bahwa kita menceritakan mereka bagaikan mantan pacar, kita tertawa menggerutu bersama, sebab mereka hanyalah sebatas mantan calon pacar.","When we realize that we're talking about them like ex-boyfriends, we laugh at each other, because they're just ex-girlfriends."
2750,fear,/rlt kalian yang cewe kalo sekelas sama pacar kalian trus lu lagi nyeri dapet pengen dihibur apa gmn? Cewe gue tadi malah gue ajak main onet di hp dia mendem marah kali ya?,You girls are the ones in your boyfriend's class and you're in pain.
2751,fear,"Fans mana pun yang benci sama 'Curry' bakalan ttp ngakuin 3 points nya bahaya bgt Mau ngelempar dr mana pun kemungkinan bola masuknya itu 99,99%",Any fan who hates 'Curry' will have three points. It's dangerous to throw any way it's possible. It's 99.99%.
2752,love,Kalo lagi sayang ya sayang pisan Kalo lagi manja ya manja pisan Kalo lagi aleman ya aleman pisan Kalo lagi ngambek ya ngambek pisan Kalo lagi koplak ya jangan ditanyaa ya gaes dia koplak melebihi aku,Don't ask me if he's more pathetic than I am.
2753,love,[USERNAME] gue sayang banget banget banget kenapa ya kalo sama iKON baru kali ini rasanya ngestan yang bener bener sayang banget tapi kek kerasa disayaaaang balik banget sama merekanya. jadi aku makin sayang dan gabisa lepas. GIMANA JELASINNYA YA TAPI,"I love it so much that I'm back with them so much, so I love them more and I can't let go."
2754,happy,Selamat ulang tahun sayang [USERNAME] #HAPPY_BAEKHO_DAY,Happy birthday dear [USERNAME] #HAPPY_BAEKHO_DAY
2755,love,"[USERNAME] Couple saya juga ga pernah manggil saya 'sayang', tapi dari sikapnya saya bisa tau kalo dia sayang sama saya. Coba liat rasa sayang dia dari cara dia memperlakukan kamu, bukan dari seberapa sering dia manggil kamu dengan sebutan 'sayang'.","My couple never called me 'baby', but from her attitude I could tell she loved me."
2756,fear,"Deg degan tuh lgsng gua. Gua lgsng wa cowo gua kan ya,gua ngabarin kalo sikring rumah gua kayak ada yg nurunun,trs gua takut. Eh ternyata cuman ceklis 1 doang. Trs gua makin takut tuh ya lampu ga nyala2,gada yg bisa gua hubungin",I'm afraid I'm afraid I've only got one question.
